Mammals,2
Arthropoda,303
Annelida,15
Mollusca,75
Echinodermata,4
Plants,14
Invertebrates,64
Unclassified,7
Insecta,8
Birds,1
Reptilia,1
Protozoa,1
Cnidaria,5
Algae,4
Tunicates,1
