Liviidae,6
Aphalaridae,1
Rhyparochromidae,3
Pentatomidae,2
Alydidae,1
Gerridae,25
Delphacidae,14
Pseudococcidae,2
Cicadellidae,6
Membracidae,2
Cercopidae,1
Miridae,4
Cimicidae,2
Aphididae,22
Reduviidae,1
Aleyrodidae,10
NA,3
