1608451,53135,phytophthora parasitica virus,VHostDB
1133557,107079,phytophthora infestans rna virus 3,VHostDB
1077832,112062,phytophthora infestans rna virus 4,VHostDB
640897,146794,phytophthora infestans rna virus 1,VHostDB
468928,163359,plasmopara halstedii virus a
191289,184176,sclerophthora macrospora virus a,VHostDB
75914,187834,sclerophthora macrospora virus b,VHostDB
