Ailuridae,2
Mephitidae,2
Phocidae,21
Odobenidae,2
Otariidae,28
Herpestidae,4
Felidae,192
Hyaenidae,2
Viverridae,3
Mustelidae,70
Procyonidae,7
Ursidae,16
Canidae,644
