Tenericutes,15
Chlamydiae,8
Spirochaetes,9
Planctomycetes,1
Actinobacteria,1896
Thermotogae,3
Aquificae,1
Verrucomicrobia,1
Fusobacteria,3
Deinococcus-Thermus,18
Firmicutes,1724
Proteobacteria,3538
Cyanobacteria,782
Bacteroidetes,108
NA,3
