Mucoromycota,9
Picozoa,1
Streptophyta,3960
Ctenophora,5
Chordata,166658
Echinodermata,11
Arthropoda,2145
Mollusca,715
Annelida,38
Nematoda,46
Platyhelminthes,5
Cnidaria,15
Porifera,42
Microsporidia,1
Apicomplexa,7
Basidiomycota,210
Ascomycota,499
Chytridiomycota,1
Chlorophyta,191
Phaeophyceae,17
Bacillariophyta,17
NA,154
