Dactyloidae,5
Sphaerodactylidae,4
Agamidae,4
Anguidae,1
Pythonidae,10
Viperidae,6
Elapidae,1
Colubridae,6
Boidae,6
Gekkonidae,11
Varanidae,1
Helodermatidae,1
Teiidae,3
Lacertidae,3
Iguanidae,1
NA,31
